Area,Bedrooms,Bathrooms,Stories,Parking,Age,City,Furnishing,Main Road,Guest Room,Basement,Water Supply,Air Conditioning,Preferred Tenant,Locality Rating,Price
5504,4,3,2,1,29,Delhi,Unfurnished,Yes,Yes,Yes,Borewell,No,Family,5,1732679
2543,5,2,2,2,26,Hyderabad,Unfurnished,No,Yes,Yes,Borewell,Yes,Family,6,1402306
2087,5,3,1,0,21,Delhi,Furnished,No,No,No,Both,Yes,Bachelor,9,1454616
4532,2,2,1,0,9,Kolkata,Semi-Furnished,Yes,Yes,No,Both,No,Family,6,1105109
4251,2,2,2,2,30,Hyderabad,Furnished,No,Yes,No,Corporation,Yes,Company,10,1569572
3840,5,1,1,1,26,Pune,Semi-Furnished,Yes,Yes,Yes,Both,No,Family,5,1365772
4166,5,2,2,2,11,Mumbai,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Family,1,1469725
2726,4,2,1,0,45,Delhi,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,10,1258426
3314,3,1,1,2,30,Mumbai,Furnished,No,No,No,Both,No,Bachelor,5,1073167
5368,2,3,1,0,31,Delhi,Furnished,No,Yes,Yes,Both,Yes,Company,5,1500748
5792,3,3,1,1,31,Delhi,Semi-Furnished,Yes,No,Yes,Corporation,No,Bachelor,6,1435195
4352,4,2,2,0,40,Mumbai,Unfurnished,Yes,Yes,No,Both,No,Company,7,1155107
995,5,3,3,1,44,Bangalore,Unfurnished,Yes,No,Yes,Borewell,Yes,Company,4,1540955
1128,3,2,1,1,34,Bangalore,Unfurnished,Yes,No,Yes,Corporation,No,Bachelor,7,878632
1765,5,1,2,0,45,Bangalore,Semi-Furnished,No,No,No,Both,Yes,Family,5,1301961
4892,5,1,2,0,20,Kolkata,Furnished,No,Yes,No,Borewell,Yes,Bachelor,6,1922571
1098,1,2,1,1,9,Bangalore,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Family,4,858556
795,3,1,3,2,15,Delhi,Unfurnished,Yes,No,Yes,Corporation,No,Family,8,1225440
4571,3,1,1,0,6,Pune,Furnished,No,No,Yes,Both,Yes,Company,9,1153451
4760,5,2,2,1,3,Chennai,Semi-Furnished,Yes,Yes,No,Both,Yes,Company,2,1604260
2902,4,2,3,1,26,Mumbai,Semi-Furnished,No,Yes,Yes,Both,No,Bachelor,4,1369554
2219,1,1,2,2,24,Pune,Unfurnished,No,No,Yes,Borewell,No,Family,8,778087
1117,5,3,1,0,30,Chennai,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,8,1691472
3182,2,3,3,1,10,Pune,Furnished,No,Yes,No,Both,No,Company,9,1339931
5346,2,2,2,2,47,Kolkata,Unfurnished,No,Yes,No,Both,Yes,Family,3,1278287
3977,1,2,2,1,19,Chennai,Unfurnished,No,Yes,No,Corporation,Yes,Bachelor,1,630606
5886,4,3,2,0,35,Hyderabad,Furnished,No,Yes,No,Both,Yes,Bachelor,9,1765459
543,5,1,1,2,16,Bangalore,Unfurnished,Yes,Yes,Yes,Corporation,Yes,Company,1,1359888
5380,3,3,3,1,44,Kolkata,Semi-Furnished,No,No,Yes,Borewell,No,Company,3,1297660
3540,1,3,1,2,10,Pune,Semi-Furnished,No,No,Yes,Both,No,Company,3,610866
4891,4,3,1,0,29,Delhi,Unfurnished,No,No,No,Corporation,Yes,Company,9,1354162
3338,3,3,1,2,34,Bangalore,Furnished,Yes,No,No,Borewell,No,Bachelor,1,1221857
5988,2,2,3,0,40,Bangalore,Semi-Furnished,Yes,No,No,Corporation,No,Company,7,1337891
4036,2,2,1,1,37,Chennai,Furnished,Yes,No,Yes,Borewell,No,Company,2,1338295
3622,3,1,1,0,21,Hyderabad,Semi-Furnished,No,Yes,No,Both,No,Bachelor,7,938811
1567,1,1,1,1,42,Bangalore,Semi-Furnished,Yes,Yes,No,Corporation,No,Bachelor,1,472576
3016,2,1,1,1,47,Pune,Unfurnished,Yes,No,No,Both,Yes,Family,10,765422
1462,5,1,2,0,26,Pune,Unfurnished,Yes,No,Yes,Corporation,Yes,Bachelor,10,1318431
2556,3,3,1,1,36,Mumbai,Furnished,No,No,No,Borewell,No,Family,8,1261263
5561,3,2,2,2,45,Mumbai,Unfurnished,Yes,Yes,No,Corporation,No,Company,10,1334311
5705,2,2,1,1,48,Bangalore,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Family,10,1487102
3382,1,1,3,0,34,Chennai,Semi-Furnished,Yes,Yes,No,Both,Yes,Family,2,1001727
3694,5,1,2,2,3,Chennai,Furnished,No,Yes,No,Both,No,Company,3,1483624
5129,1,3,2,2,15,Delhi,Furnished,No,No,No,Both,No,Company,8,1149877
1556,4,3,2,1,15,Kolkata,Semi-Furnished,Yes,No,Yes,Borewell,No,Company,3,1208580
5734,4,1,2,1,20,Kolkata,Unfurnished,Yes,No,No,Both,Yes,Family,1,919576
1132,2,2,3,0,25,Kolkata,Unfurnished,Yes,No,No,Corporation,No,Bachelor,9,955788
4730,2,2,1,2,35,Hyderabad,Furnished,No,Yes,Yes,Borewell,No,Bachelor,8,1285251
5246,2,2,2,0,18,Chennai,Furnished,No,Yes,Yes,Both,No,Bachelor,4,1226031
1353,4,1,3,1,16,Delhi,Semi-Furnished,Yes,No,No,Corporation,No,Company,8,1302827
2939,1,2,2,2,44,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,No,Company,5,1048213
3724,1,3,1,0,25,Pune,Furnished,Yes,Yes,No,Borewell,No,Bachelor,3,959382
3701,2,3,2,0,21,Kolkata,Semi-Furnished,No,Yes,Yes,Corporation,No,Company,1,1067860
1942,5,1,3,0,27,Mumbai,Furnished,Yes,Yes,No,Both,No,Family,10,1255372
5693,1,3,1,0,0,Mumbai,Furnished,No,No,No,Corporation,Yes,Family,5,1074021
1591,4,1,3,0,43,Bangalore,Unfurnished,Yes,Yes,No,Both,Yes,Company,6,1178530
5912,3,2,1,2,35,Hyderabad,Furnished,No,No,Yes,Both,Yes,Bachelor,4,1321841
3393,3,2,1,0,42,Delhi,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Bachelor,7,1259602
3081,3,2,1,2,36,Hyderabad,Unfurnished,Yes,Yes,No,Corporation,Yes,Family,3,1062065
1617,5,3,2,0,1,Bangalore,Unfurnished,Yes,No,No,Borewell,Yes,Company,7,1447965
1940,2,1,3,1,16,Delhi,Semi-Furnished,Yes,No,No,Borewell,Yes,Bachelor,1,999884
3636,4,2,3,1,39,Delhi,Semi-Furnished,No,Yes,No,Borewell,Yes,Bachelor,7,1621601
5941,5,1,3,0,37,Chennai,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Company,1,1716078
2786,4,2,1,1,20,Hyderabad,Furnished,No,No,Yes,Both,No,Company,1,1261264
4119,4,3,2,2,8,Hyderabad,Unfurnished,No,Yes,No,Both,Yes,Bachelor,2,1169239
1788,2,3,1,0,12,Chennai,Furnished,Yes,Yes,Yes,Both,No,Company,2,1198402
2256,3,1,3,2,10,Mumbai,Furnished,Yes,No,Yes,Corporation,No,Company,4,1499456
1765,2,3,2,0,15,Bangalore,Furnished,Yes,Yes,Yes,Corporation,Yes,Company,1,1101081
899,5,3,2,1,15,Hyderabad,Furnished,Yes,Yes,No,Both,No,Bachelor,4,1506937
2080,5,1,2,2,1,Chennai,Unfurnished,No,Yes,No,Both,Yes,Family,2,1179675
910,5,2,3,1,41,Pune,Unfurnished,No,Yes,Yes,Corporation,No,Company,4,970843
4712,2,3,2,1,43,Delhi,Furnished,No,Yes,Yes,Borewell,No,Bachelor,4,1177412
1724,4,1,2,0,7,Kolkata,Semi-Furnished,No,No,No,Borewell,Yes,Family,9,1101919
1555,4,3,1,2,42,Pune,Unfurnished,Yes,Yes,No,Both,No,Bachelor,9,1237072
2227,1,3,1,1,41,Chennai,Furnished,No,No,No,Borewell,No,Bachelor,1,638282
3541,5,3,2,0,12,Kolkata,Semi-Furnished,Yes,No,Yes,Both,No,Bachelor,5,1384446
3886,4,3,2,0,16,Mumbai,Semi-Furnished,Yes,Yes,Yes,Both,No,Family,7,1487509
2210,1,1,1,0,38,Bangalore,Furnished,No,No,Yes,Both,No,Bachelor,4,520065
3323,4,1,1,1,23,Kolkata,Unfurnished,No,Yes,No,Corporation,No,Family,5,1126408
5701,5,1,1,0,2,Mumbai,Semi-Furnished,No,No,No,Borewell,No,Company,2,1331309
2614,3,3,3,2,29,Kolkata,Unfurnished,No,No,No,Corporation,No,Family,3,1540398
4586,5,3,3,2,12,Delhi,Unfurnished,No,No,No,Borewell,Yes,Bachelor,7,1916011
1113,2,3,1,1,18,Delhi,Semi-Furnished,No,Yes,No,Corporation,No,Family,10,1076245
4002,4,1,2,2,6,Delhi,Furnished,Yes,No,Yes,Corporation,Yes,Bachelor,7,1488080
4534,4,3,1,0,8,Delhi,Semi-Furnished,Yes,No,Yes,Both,Yes,Company,4,1484102
3922,2,2,3,1,18,Chennai,Semi-Furnished,Yes,No,Yes,Both,No,Family,1,1177309
4668,2,3,2,0,44,Delhi,Unfurnished,No,Yes,No,Corporation,No,Company,1,887083
5148,3,2,3,1,39,Pune,Furnished,Yes,Yes,Yes,Borewell,Yes,Family,4,1697939
5249,4,3,2,1,21,Delhi,Unfurnished,Yes,No,No,Borewell,Yes,Bachelor,4,1283725
1643,4,1,3,0,17,Pune,Semi-Furnished,Yes,No,Yes,Both,Yes,Family,6,1236420
4109,3,3,2,2,22,Chennai,Furnished,Yes,No,Yes,Both,No,Company,7,1606918
1481,1,2,2,2,1,Delhi,Furnished,Yes,No,No,Borewell,No,Family,9,1024222
855,3,2,2,1,49,Mumbai,Furnished,Yes,Yes,Yes,Borewell,No,Company,9,1196786
5324,5,3,2,0,49,Mumbai,Furnished,No,Yes,Yes,Borewell,Yes,Company,10,1805272
1294,4,2,3,0,10,Hyderabad,Furnished,No,Yes,Yes,Both,No,Bachelor,5,1187299
1784,2,2,3,1,30,Mumbai,Semi-Furnished,No,No,Yes,Borewell,No,Family,10,1288125
2358,5,1,2,2,32,Bangalore,Semi-Furnished,Yes,Yes,Yes,Both,No,Company,3,1220774
3472,4,3,2,0,13,Bangalore,Semi-Furnished,No,No,Yes,Corporation,No,Bachelor,3,1326543
2396,3,3,3,2,15,Bangalore,Unfurnished,No,No,Yes,Corporation,Yes,Bachelor,6,1453307
4685,5,3,2,2,10,Chennai,Furnished,Yes,No,No,Corporation,No,Bachelor,1,1513806
904,4,2,2,1,32,Mumbai,Furnished,No,Yes,Yes,Borewell,No,Company,7,1297205
1614,1,3,2,1,6,Pune,Semi-Furnished,Yes,No,No,Both,Yes,Family,3,861395
1931,1,3,1,2,30,Bangalore,Furnished,No,Yes,Yes,Borewell,No,Company,5,1239516
3840,2,1,2,0,47,Hyderabad,Unfurnished,Yes,No,No,Both,Yes,Bachelor,7,769082
1223,4,1,1,0,45,Chennai,Furnished,Yes,Yes,No,Borewell,Yes,Company,7,1057795
1328,1,1,2,1,46,Hyderabad,Furnished,No,No,Yes,Corporation,No,Company,9,637046
5429,3,2,3,2,13,Mumbai,Unfurnished,Yes,Yes,No,Both,Yes,Bachelor,1,1252585
5636,4,3,1,0,27,Delhi,Semi-Furnished,No,No,No,Borewell,No,Family,3,1506342
533,3,1,1,0,42,Hyderabad,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,9,1090396
2505,3,1,2,1,15,Delhi,Furnished,No,No,No,Both,Yes,Bachelor,8,1238844
4027,1,1,2,2,18,Chennai,Unfurnished,No,No,Yes,Borewell,No,Company,2,706133
5180,4,3,1,0,16,Hyderabad,Semi-Furnished,Yes,No,No,Borewell,Yes,Bachelor,8,1642941
2252,5,3,3,1,25,Hyderabad,Semi-Furnished,No,Yes,No,Both,No,Company,8,1453986
5310,1,3,3,0,5,Kolkata,Semi-Furnished,No,No,No,Both,No,Bachelor,2,1180145
5668,1,2,2,0,42,Chennai,Furnished,No,No,No,Corporation,No,Bachelor,8,916203
4575,4,2,3,0,48,Chennai,Unfurnished,Yes,No,Yes,Both,No,Family,3,1155823
3333,4,1,3,1,8,Bangalore,Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,7,1721722
3684,3,3,2,2,49,Mumbai,Semi-Furnished,No,No,Yes,Corporation,No,Family,9,1507114
4698,4,1,3,1,16,Hyderabad,Unfurnished,No,No,Yes,Corporation,Yes,Bachelor,4,1447500
3211,3,3,2,2,30,Hyderabad,Furnished,Yes,Yes,Yes,Both,No,Bachelor,6,1340208
5748,1,3,1,0,11,Pune,Semi-Furnished,Yes,No,No,Corporation,Yes,Bachelor,9,1141370
1650,2,3,2,2,22,Chennai,Semi-Furnished,No,Yes,Yes,Both,Yes,Family,5,1279534
3912,5,2,1,0,4,Chennai,Furnished,Yes,No,No,Both,Yes,Company,1,1281327
1656,1,2,1,0,42,Mumbai,Semi-Furnished,Yes,Yes,Yes,Borewell,Yes,Family,3,1012004
3776,4,3,3,1,35,Chennai,Semi-Furnished,No,Yes,Yes,Both,No,Bachelor,9,1233767
5662,5,1,3,0,35,Delhi,Unfurnished,Yes,Yes,Yes,Both,No,Company,3,1310409
3886,2,3,3,1,2,Delhi,Semi-Furnished,Yes,No,Yes,Corporation,Yes,Bachelor,10,1443725
3984,2,3,2,2,23,Kolkata,Furnished,Yes,No,No,Both,Yes,Family,2,927948
1796,3,1,3,2,16,Delhi,Unfurnished,No,Yes,Yes,Both,No,Family,4,884325
4037,5,3,1,0,38,Delhi,Furnished,Yes,No,No,Borewell,Yes,Company,5,1629013
3730,3,1,3,1,25,Mumbai,Semi-Furnished,No,No,No,Borewell,Yes,Family,7,1270842
3103,1,2,3,0,3,Hyderabad,Unfurnished,Yes,Yes,Yes,Corporation,No,Bachelor,7,1247650
870,5,2,2,1,44,Delhi,Unfurnished,Yes,Yes,No,Corporation,Yes,Company,9,1617983
5531,1,1,2,1,11,Kolkata,Unfurnished,No,Yes,No,Borewell,Yes,Bachelor,8,1140316
1753,3,2,1,1,0,Chennai,Unfurnished,No,Yes,Yes,Borewell,No,Company,2,982165
3183,5,2,2,2,20,Delhi,Furnished,No,No,No,Both,Yes,Company,8,1660869
3231,3,1,3,1,18,Kolkata,Semi-Furnished,No,No,Yes,Corporation,No,Bachelor,8,808597
5463,5,2,2,2,20,Mumbai,Semi-Furnished,Yes,No,Yes,Corporation,No,Family,5,1438596
757,3,3,1,1,17,Pune,Unfurnished,No,No,No,Both,No,Bachelor,3,875021
3419,2,3,3,2,42,Pune,Semi-Furnished,No,No,No,Both,No,Family,9,1384543
1067,3,1,1,2,2,Pune,Furnished,No,No,No,Corporation,Yes,Family,7,1164470
4868,2,2,2,2,48,Chennai,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,1,1016210
5527,3,3,2,0,43,Kolkata,Furnished,Yes,No,No,Borewell,No,Company,8,1557730
1545,5,3,1,1,31,Delhi,Furnished,No,No,No,Both,Yes,Bachelor,10,1738566
5867,5,2,3,0,9,Hyderabad,Semi-Furnished,No,No,No,Corporation,No,Company,5,1679218
4585,5,2,2,1,39,Chennai,Furnished,No,Yes,Yes,Both,Yes,Family,6,1845039
4119,4,3,2,1,14,Chennai,Furnished,No,Yes,Yes,Borewell,No,Company,9,1552256
3145,1,3,3,0,4,Pune,Furnished,Yes,No,Yes,Borewell,No,Bachelor,10,1414090
939,5,1,2,2,3,Hyderabad,Furnished,No,Yes,No,Both,No,Company,8,1433703
3179,2,1,1,1,27,Pune,Unfurnished,Yes,Yes,No,Borewell,No,Family,3,876973
5364,5,3,2,2,3,Chennai,Semi-Furnished,No,No,No,Corporation,Yes,Family,5,1822154
4536,4,1,2,0,14,Delhi,Unfurnished,No,No,Yes,Both,Yes,Company,4,1182936
5235,2,3,3,2,16,Pune,Furnished,Yes,No,Yes,Both,Yes,Family,1,1411099
4175,4,3,1,1,43,Pune,Semi-Furnished,No,Yes,Yes,Both,No,Family,5,1353679
5720,2,1,3,1,2,Pune,Furnished,No,Yes,No,Borewell,No,Company,10,1538214
5424,3,1,2,1,9,Chennai,Semi-Furnished,No,No,Yes,Corporation,No,Family,7,1185718
2908,1,2,2,0,46,Delhi,Unfurnished,No,Yes,Yes,Both,Yes,Company,1,919482
3179,1,2,3,1,41,Hyderabad,Semi-Furnished,Yes,Yes,No,Both,No,Company,4,1119800
1324,4,2,3,0,22,Bangalore,Furnished,No,Yes,Yes,Borewell,Yes,Family,6,1371599
3356,1,3,3,2,17,Hyderabad,Semi-Furnished,No,No,Yes,Corporation,Yes,Company,9,1554180
1981,4,1,1,1,0,Delhi,Semi-Furnished,Yes,No,Yes,Both,Yes,Family,8,1215527
3724,4,3,2,1,34,Mumbai,Unfurnished,No,No,No,Borewell,No,Family,2,1418872
4885,4,1,3,1,30,Pune,Furnished,Yes,No,Yes,Both,No,Family,3,1493219
655,1,3,2,2,43,Hyderabad,Semi-Furnished,No,No,No,Borewell,No,Bachelor,10,942420
5204,4,2,1,1,0,Mumbai,Unfurnished,No,Yes,No,Corporation,No,Family,5,1149069
2238,1,2,1,0,2,Mumbai,Semi-Furnished,No,Yes,Yes,Borewell,Yes,Company,7,918040
2344,4,2,1,2,2,Delhi,Furnished,Yes,Yes,Yes,Both,Yes,Company,3,1447076
409,5,3,1,2,36,Delhi,Semi-Furnished,Yes,Yes,No,Both,No,Company,7,1201795
3271,4,1,2,2,18,Pune,Semi-Furnished,No,Yes,No,Borewell,No,Bachelor,5,1246617
1197,2,1,1,2,28,Bangalore,Semi-Furnished,Yes,Yes,No,Corporation,No,Bachelor,10,849249
5372,4,2,1,2,24,Kolkata,Semi-Furnished,No,No,No,Corporation,Yes,Company,6,1554218
5524,3,2,3,0,32,Chennai,Furnished,Yes,No,No,Both,No,Company,6,1579382
1415,4,2,1,2,35,Hyderabad,Unfurnished,No,Yes,Yes,Both,Yes,Bachelor,4,1008362
2224,2,2,3,1,28,Delhi,Unfurnished,Yes,No,No,Borewell,Yes,Company,8,1388286
4869,2,1,1,2,25,Hyderabad,Semi-Furnished,No,Yes,Yes,Borewell,Yes,Family,9,1245357
3536,1,3,1,2,3,Kolkata,Furnished,Yes,Yes,No,Borewell,Yes,Family,2,1071406
2593,5,3,3,2,48,Kolkata,Furnished,Yes,No,Yes,Corporation,Yes,Company,9,1967243
623,4,3,1,2,13,Pune,Furnished,Yes,No,No,Corporation,Yes,Family,4,1300911
5758,1,3,2,2,49,Mumbai,Furnished,Yes,Yes,Yes,Both,Yes,Company,6,1469719
5348,5,2,2,0,26,Pune,Furnished,No,No,Yes,Both,No,Bachelor,7,1491238
4558,4,2,1,0,32,Chennai,Furnished,No,Yes,No,Both,No,Company,4,1132969
5736,3,2,2,2,21,Bangalore,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,8,1611259
4325,4,3,3,0,47,Hyderabad,Unfurnished,No,Yes,Yes,Corporation,Yes,Family,10,1536054
5184,2,2,1,1,2,Chennai,Unfurnished,Yes,Yes,Yes,Both,Yes,Family,8,1072542
5980,2,2,1,2,22,Bangalore,Semi-Furnished,No,Yes,Yes,Both,No,Family,1,1248459
4400,3,1,3,1,20,Hyderabad,Unfurnished,Yes,No,No,Both,Yes,Company,8,1123162
2033,1,1,3,1,40,Chennai,Furnished,No,Yes,No,Both,Yes,Bachelor,10,918990
2552,5,2,3,2,22,Delhi,Furnished,No,No,No,Both,Yes,Bachelor,3,1769010
910,4,1,1,1,3,Hyderabad,Unfurnished,Yes,Yes,No,Both,Yes,Family,5,900649
784,2,1,3,1,20,Chennai,Furnished,Yes,No,Yes,Corporation,Yes,Family,10,849573
804,1,2,3,1,36,Kolkata,Furnished,Yes,Yes,No,Both,Yes,Bachelor,8,1217669
5013,3,2,2,2,42,Bangalore,Unfurnished,Yes,No,No,Corporation,Yes,Company,6,1302200
4971,2,2,2,2,30,Chennai,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Family,4,1310611
2400,3,2,1,1,20,Delhi,Unfurnished,No,Yes,No,Corporation,Yes,Company,4,996824
3156,4,3,2,2,25,Pune,Unfurnished,Yes,No,No,Borewell,Yes,Family,4,1466610
2068,5,3,2,2,40,Hyderabad,Unfurnished,No,No,Yes,Corporation,Yes,Family,6,1381172
1860,2,2,3,1,34,Hyderabad,Unfurnished,Yes,No,No,Corporation,Yes,Company,7,1302017
4036,2,1,3,2,37,Hyderabad,Semi-Furnished,No,No,Yes,Both,No,Company,5,895225
3124,4,2,2,0,23,Delhi,Semi-Furnished,No,No,No,Corporation,Yes,Company,10,1419671
5209,1,2,2,2,10,Bangalore,Furnished,Yes,No,No,Corporation,Yes,Company,8,1453858
4578,5,1,2,0,40,Hyderabad,Furnished,Yes,Yes,No,Both,No,Bachelor,7,1350732
5664,2,3,1,1,28,Bangalore,Unfurnished,No,Yes,No,Borewell,No,Bachelor,8,1024279
2448,5,2,1,2,46,Chennai,Furnished,No,Yes,Yes,Both,No,Family,4,1560456
4546,2,2,1,1,2,Kolkata,Semi-Furnished,Yes,No,Yes,Both,Yes,Family,8,1121130
5180,5,3,2,1,0,Kolkata,Furnished,No,No,No,Both,Yes,Family,6,1689800
1116,3,3,2,1,18,Bangalore,Furnished,No,No,Yes,Borewell,No,Bachelor,3,1283056
5965,2,1,1,1,45,Bangalore,Furnished,No,Yes,Yes,Corporation,No,Company,8,1185611
4944,5,3,1,1,48,Kolkata,Unfurnished,No,No,No,Corporation,No,Family,7,1115068
5376,1,3,2,2,21,Hyderabad,Furnished,No,Yes,Yes,Both,Yes,Bachelor,10,1793118
4983,3,3,3,0,13,Mumbai,Semi-Furnished,No,No,Yes,Both,Yes,Family,5,1389978
2223,3,1,1,2,48,Mumbai,Semi-Furnished,Yes,No,No,Corporation,No,Bachelor,4,880966
2481,1,3,2,2,13,Delhi,Semi-Furnished,Yes,No,No,Corporation,Yes,Company,1,1107727
3819,5,3,2,2,43,Pune,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,10,1958401
1974,4,1,3,2,15,Kolkata,Furnished,Yes,No,No,Borewell,No,Company,3,1600105
649,1,3,2,0,32,Kolkata,Unfurnished,No,Yes,No,Borewell,No,Family,2,391929
1073,5,3,2,2,12,Delhi,Semi-Furnished,Yes,No,No,Both,No,Company,8,1630272
4933,1,1,1,1,37,Mumbai,Semi-Furnished,No,No,Yes,Borewell,Yes,Bachelor,8,1091931
2565,1,2,1,2,48,Chennai,Unfurnished,No,No,No,Both,Yes,Family,5,781325
1170,2,1,3,2,11,Hyderabad,Unfurnished,Yes,No,No,Corporation,Yes,Family,5,1131791
4362,5,3,3,0,37,Hyderabad,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,4,1866361
4763,4,3,2,0,38,Chennai,Semi-Furnished,No,No,Yes,Both,Yes,Company,1,1171485
2384,2,3,1,1,32,Chennai,Unfurnished,Yes,Yes,Yes,Corporation,No,Bachelor,1,1187504
1477,1,1,3,2,32,Mumbai,Semi-Furnished,Yes,No,Yes,Both,Yes,Company,6,786805
635,1,3,3,2,28,Delhi,Semi-Furnished,No,No,Yes,Both,Yes,Company,4,895802
788,1,3,3,2,4,Chennai,Furnished,No,No,No,Both,No,Family,4,1002011
3437,5,1,2,1,5,Delhi,Unfurnished,No,Yes,Yes,Borewell,No,Company,3,1567461
5258,5,2,1,0,30,Pune,Furnished,No,No,No,Both,No,Family,9,1414241
2248,2,2,3,1,15,Bangalore,Furnished,No,Yes,Yes,Both,No,Bachelor,3,1147589
5119,4,3,1,2,30,Hyderabad,Unfurnished,No,Yes,No,Both,Yes,Bachelor,8,1766951
3214,2,1,3,0,24,Mumbai,Furnished,Yes,No,No,Borewell,Yes,Family,2,1021792
3774,3,3,3,0,47,Hyderabad,Semi-Furnished,Yes,Yes,Yes,Corporation,No,Family,4,1159174
3678,1,1,1,1,45,Mumbai,Furnished,Yes,No,Yes,Borewell,Yes,Company,1,810594
1652,1,1,1,0,32,Bangalore,Unfurnished,No,Yes,Yes,Both,No,Family,5,746738
4381,1,2,1,0,12,Hyderabad,Semi-Furnished,No,Yes,Yes,Borewell,Yes,Bachelor,2,955489
5073,2,2,2,2,9,Bangalore,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Family,1,1650478
2522,2,1,3,2,23,Mumbai,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Family,1,1287510
4930,1,3,2,0,9,Chennai,Semi-Furnished,Yes,No,No,Both,No,Family,2,905578
2550,2,2,1,0,40,Pune,Furnished,No,Yes,No,Corporation,No,Company,5,910661
5259,5,3,3,1,30,Hyderabad,Furnished,Yes,No,No,Borewell,Yes,Family,9,1802557
1729,5,2,2,1,12,Bangalore,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Company,6,1405475
1758,2,2,3,0,2,Kolkata,Unfurnished,Yes,No,No,Corporation,No,Company,4,1564342
2882,1,3,2,2,49,Hyderabad,Semi-Furnished,No,No,Yes,Both,No,Family,3,1122213
4942,2,2,1,0,33,Hyderabad,Furnished,Yes,Yes,Yes,Both,Yes,Company,8,1436184
2417,2,2,2,0,48,Hyderabad,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Family,3,909542
1731,2,3,3,2,27,Delhi,Furnished,No,No,No,Corporation,No,Bachelor,1,1358797
4744,3,2,3,2,18,Bangalore,Semi-Furnished,No,Yes,Yes,Borewell,Yes,Bachelor,4,1702552
4661,5,2,3,1,22,Bangalore,Unfurnished,No,Yes,Yes,Borewell,No,Company,5,1818903
1758,4,2,3,1,44,Hyderabad,Semi-Furnished,No,Yes,Yes,Borewell,No,Bachelor,5,1564447
5515,4,3,1,1,31,Chennai,Unfurnished,No,Yes,Yes,Both,Yes,Family,5,1262536
5037,3,1,2,1,12,Hyderabad,Unfurnished,Yes,Yes,No,Corporation,Yes,Company,8,1167744
5254,2,3,1,2,32,Delhi,Semi-Furnished,Yes,Yes,No,Corporation,Yes,Family,8,1296671
3577,3,1,1,0,33,Mumbai,Unfurnished,No,Yes,Yes,Both,No,Company,4,733528
2528,3,2,1,1,32,Delhi,Unfurnished,No,Yes,Yes,Borewell,No,Company,9,1122197
2580,1,1,3,1,4,Chennai,Furnished,No,Yes,No,Borewell,No,Company,1,813779
5292,5,3,3,2,2,Hyderabad,Furnished,No,No,No,Both,Yes,Company,5,2225409
537,4,3,3,2,6,Bangalore,Unfurnished,Yes,Yes,No,Corporation,Yes,Bachelor,5,1748921
3872,2,2,2,0,23,Pune,Semi-Furnished,Yes,Yes,Yes,Both,No,Bachelor,5,1106850
5849,4,1,3,0,21,Kolkata,Unfurnished,No,Yes,No,Corporation,No,Bachelor,8,1642738
3232,4,2,2,2,44,Hyderabad,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Company,9,1771140
3979,5,2,3,1,22,Chennai,Furnished,No,Yes,Yes,Corporation,No,Bachelor,3,1538134
3431,4,3,3,1,29,Bangalore,Semi-Furnished,No,No,Yes,Borewell,Yes,Company,9,1320977
4564,4,1,1,1,17,Delhi,Unfurnished,Yes,No,No,Borewell,Yes,Bachelor,8,1245644
2993,3,1,1,0,31,Mumbai,Unfurnished,No,Yes,No,Both,No,Company,3,686386
5969,5,1,1,1,6,Mumbai,Unfurnished,No,No,Yes,Both,No,Bachelor,2,1300115
4700,1,1,2,1,32,Pune,Unfurnished,Yes,Yes,No,Borewell,No,Bachelor,4,877384
4218,2,2,2,2,4,Hyderabad,Unfurnished,No,Yes,Yes,Both,No,Bachelor,2,1116532
4538,4,2,3,1,48,Delhi,Semi-Furnished,Yes,No,No,Borewell,No,Company,4,1458832
4223,2,3,2,2,27,Pune,Unfurnished,No,No,Yes,Borewell,Yes,Company,5,1081001
4442,1,2,3,1,7,Kolkata,Furnished,No,No,Yes,Corporation,No,Bachelor,2,1157724
2306,2,2,2,0,14,Kolkata,Unfurnished,Yes,No,No,Corporation,Yes,Company,8,941417
